Bird Island,BI10,BI10.2,62,58.4,59.4,58.9,0.5,895.58,184.34,715.25,1103.91,878.73,893.09,753.89,1099.16,909.7,916.82,748.24,1116.92,890.99,903.92,22100.09091,54142.18182,1.27,25.81818182,270.9090909,65.45454545,53,2591.363636,73.27272727,197,131.8181818,495.4545455,137.6363636,578.8181818,860.4545455,39740.27273,6298.272727,0.158576434,20.3951866,43.27922029,47.76685804,34.30160346,263.6502504,18.13334447,28.72281323,61.3413697,70.33116469,115.2347801,175.5829252,100.4752344,1545.351746,213.911239,0.138422362,0.004789498,867.9986358,156.2397544,5816.665099,756.1664629,225.6496719,31.59095407,36.54824658,4.38578959,2355.109726,423.9197507,1.54911114,0.10843778,7.635178907,4.12299661,44.61646774,6.246305484,109.0593506,9.815341554,3.560602291,0.569696367,97.81476508,1.956295302,6.255310392,0.31276552,0.04214075,0.002604777,6.181136204,0.006058045,0.000980261,16.18113634
Bird Island,BI10,BI10.2,67,64.1,65.2,64.6,0.55,1091.76,171.205,848.11,1216.17,1064.37,1056.75,913.35,1229.99,1088.99,1088.93,891.48,1233.89,1071.2,1071.74,23119.33333,56701.33333,1.278333333,24.75,387.8333333,40.25,41.33333333,2063.416667,64.75,221.0833333,155.6666667,121.0833333,45.91666667,449,904,42998.16667,6520.5,0.151652695,15.43976566,65.15133897,15.05218196,19.22277689,370.9987646,34.10978265,27.53001117,37.59916182,57.90188933,52.90894122,84.36931799,140.3411428,738.9956124,154.9589388,0.209688578,0.002941087,7766.606331,1397.98914,9084.977882,1181.047125,1442.000824,201.8801154,88.46094721,10.61531367,6242.966621,1123.733992,4.068857773,0.284820044,5.960197779,3.218506801,36.59073739,5.122703235,261.6355831,23.54720248,30.36236272,4.857978035,168.0404108,3.360808216,30.42377281,1.521188641,0.034182722,0.002880486,8.42673091,0.010708144,0.001973161,18.42673085
Bird Island,BI10,BI10.2,71,68.7,69.8,69.2,0.55,1150.35,125.695,989.14,1249.73,1122.24,1132.12,1026.16,1269.92,1145.69,1157.58,1008.59,1259.98,1130.65,1143.7,22181.16667,53873,1.321666667,17.58333333,238.5,41.75,39.08333333,1999.833333,94.75,221.25,190.3333333,10,36.58333333,402.3333333,866.8333333,41187.16667,6174.333333,0.149898092,11.17186672,43.05915593,15.33934335,11.95033916,256.1572079,37.82044901,31.0779811,43.34918125,20.16297236,51.91681867,105.8148755,131.1583591,748.5769327,163.8199307,0.21884181,0.00220137,1973.319538,355.1975168,6626.492173,861.4439825,461.9149499,64.66809299,46.49996193,5.579995432,3694.801697,665.0643055,2.041238975,0.142886728,6.674238754,3.604088927,34.06414422,4.768980191,140.4650062,12.64185056,7.795499709,1.247279953,114.9998151,2.299996302,21.97235957,1.098617979,0.043205027,0.003917658,9.067597407,0.013111749,0.002500095,19.06759754
Bird Island,BI10,BI10.2,81,86.5,87.5,87,0.5,1257.91,133.18,1136.5,1399.44,1259.03,1261.4,1154.99,1408.82,1276.41,1276.37,1135.29,1401.65,1263.96,1264.23,22325.90909,53674.81818,1.295454545,12.45454545,217.3636364,28.36363636,42.90909091,1678.181818,73.18181818,213.4545455,171.5454545,73.36363636,53.27272727,395.0909091,873.9090909,41158.81818,6136.545455,0.149104333,11.84367879,28.00811571,15.98294546,13.96033342,299.3849756,50.73030294,44.4147805,48.62584423,45.61419237,38.75845949,102.3654771,98.45451188,1029.405345,242.7893588,0.235853991,0.004918526,14359.67839,2584.74211,9905.624178,1287.731143,2197.326275,307.6256785,125.5077224,15.06092669,6284.597012,1131.227462,2.439569014,0.170769831,6.367819135,3.438622333,39.61078518,5.545509925,67.51751759,6.076576583,50.21714125,8.0347426,209.897137,4.19794274,39.24997232,1.962498616,0.066800267,0.00367215,5.497209166,0.020127589,0.003119214,15.49720913
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,0.5,1272.8,136.075,1149.66,1416.7,1275.64,1276.42,1167,1429.1,1293.17,1292.81,1143.87,1416.02,1278.9,1278.8,21329.45455,51592.63636,1.240909091,3.636363636,223.5454545,23.45454545,21.45454545,1101.818182,54.36363636,215.9090909,128.9090909,36.45454545,48.45454545,379.7272727,907.8181818,40259.81818,6034.909091,0.149911105,5.005451573,26.12417898,17.85140687,15.15495718,119.6334553,34.65623386,16.93785432,34.92121002,39.97340025,67.97111686,88.63531002,62.34551817,896.363522,199.4965937,0.222562151,0.004174895,3095.570446,557.2026803,7180.738417,933.4959942,574.7925663,80.47095928,57.22472424,6.866966909,3753.765384,675.6777691,2.601276107,0.182089327,5.912256586,3.192618556,37.01157435,5.181620409,65.03458094,5.853112285,13.30255749,2.128409198,130.9618352,2.619236704,13.33706426,0.666853213,0.061012813,0.003578586,5.865302033,0.011241429,0.001783487,15.86530225
Bird Island,BI10,BI10.3,95,93,94,93.5,0.5,1331.17,126.445,1222.68,1473.98,1329.36,1334.33,1243.39,1486.87,1341.14,1347.79,1221.23,1474.12,1330.79,1335.94,21085,51886,1.319090909,26.63636364,242,100.8181818,52.36363636,3160.363636,60.09090909,200.4545455,99.09090909,5.090909091,107.1818182,657.6363636,834.5454545,38250.63636,5976.090909,0.156443694,16.8598501,36.4280112,72.27975952,22.839758,725.0415537,38.72326057,23.19208329,68.64612814,10.01453489,83.24279931,307.6992924,85.4977937,2260.375291,279.3658728,0.123592695,0.006363537,3134.001598,564.1202876,6732.62029,875.2406377,606.0238476,84.84333866,60.2997145,7.23596574,11390.75321,2050.335578,5.745017677,0.402151237,7.120078834,3.84484257,25.20300712,3.528420997,71.97280393,6.477552354,10.28410137,1.645456219,119.867266,2.39734532,13.96054981,0.698027491,0.074294205,0.003785155,5.094818123,0.012612426,0.001903823,15.09481824
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,0.5,1361.43,109.83,1269.4,1494.72,1353.67,1364.01,1283.51,1502.25,1362.84,1373.19,1271.93,1491.59,1357.12,1365.57,20358.09091,49648.18182,1.288181818,39.81818182,210.3636364,79.90909091,54.63636364,3007.090909,90.09090909,208.6363636,94.09090909,11.36363636,179,687.0909091,857.9090909,36182.81818,5897.909091,0.163261797,24.97926413,43.64693054,24.39038559,16.42116151,344.6869462,38.94985121,20.99177328,41.05960191,33.31147768,105.1655837,135.9481184,86.34865899,2511.390484,285.0955821,0.113521009,0.004797626,3044.618396,548.0313113,6605.365982,858.6975777,562.7226914,78.7811768,54.01867077,6.482240492,7073.372392,1273.207031,3.633220643,0.254325445,5.857915852,3.16327456,18.81424853,2.633994794,41.79884834,3.761896351,9.694363956,1.551098233,112.4064678,2.248129356,13.08141258,0.654070629,0.108932462,0.00429461,3.942452222,0.037596267,0.005241842,13.94245216
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,0.5,1481.46,142.805,1352.39,1637.66,1470.67,1474.88,1363.7,1674.36,1502.11,1505.29,1348.87,1634.48,1476.22,1480.59,23485.90909,56468.36364,1.455454545,19.63636364,254.2727273,62.90909091,50.54545455,1610.090909,64.36363636,216.0909091,103.3636364,24.72727273,59.54545455,547.2727273,914.3636364,43429,6444.272727,0.148378059,18.67764828,55.96086295,77.92747211,9.595453469,562.2788373,29.1454035,19.98726868,42.24753893,30.60748572,72.52911641,137.9138071,104.60332,552.6917767,162.0747302,0.29324614,0.002752184,1424.582603,256.4248685,7089.603048,921.6483962,441.0920959,61.75289343,47.40786167,5.6889434,1987.252608,357.7054694,1.389287804,0.097250146,4.568507031,2.466993797,19.39416739,2.715183435,45.72842227,4.115558004,6.266500548,1.002640088,127.1397723,2.542795446,11.39582517,0.569791259,0.03288392,0.003105879,9.444979346,0.006281683,0.001221472,19.4449794
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,0.5,1770.48,238.75,1494.19,2052.7,1776.69,1774.19,1540.05,2063.79,1819.27,1813.69,1540.69,2018.19,1799.32,1792.55,23787.45455,60059.36364,1.378181818,8.545454545,203.5454545,30.63636364,33.09090909,7030.181818,135.0909091,225,134.1818182,1.545454545,32,219.7272727,866.5454545,42366.36364,6354.727273,0.149992787,9.201778484,31.02374457,21.72681628,13.0648731,810.6680971,51.37208297,29.92657682,45.84935808,5.125692858,44.28769581,87.07593342,82.28774348,428.9103106,141.9909088,0.331050351,0.002882752,1716.680373,309.0024671,5586.311354,726.220476,354.6954517,49.65736324,38.81328375,4.65759405,15892.74003,2860.693205,1.543818014,0.108067261,5.784125479,3.123427759,42.10225675,5.894315945,35.80217711,3.22219594,6.037782671,0.966045227,94.40874214,1.888174843,8.138802933,0.406940147,0.025316456,0.001755618,6.934691011,0.006972894,0.001180838,16.93469101
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,0.45,1949,250.39,1641.38,2230.66,1972.95,1958.73,1741.18,2218.76,1990.6,1986.83,1730.34,2231.12,1986.64,1984.16,23463.2,55879.5,1.243,7.7,187.9,16.6,26.1,1472,49.9,229.7,169,41.3,48.3,143.2,945.1,44116.7,6464.9,0.146557429,9.393259995,22.80570104,12.68595023,19.3186726,564.7396647,38.44028558,31.25184439,40.04441978,30.39389559,63.36499209,55.86849639,54.88260198,1115.395301,212.4897122,0.190506193,0.003832888,683.2265993,122.9807879,5350.125775,695.5163508,192.9637106,27.01491948,32.12024806,3.854429767,4238.013215,762.8423787,0.741821487,0.051927504,6.534750001,3.528765001,62.86286744,8.800801442,87.02811474,7.832530327,2.592646444,0.414823431,91.74775016,1.834955003,5.71655892,0.285827946,0.03202847,0.001558765,4.866812151,0.00486652,0.000723496,14.86681202
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,0.5,2160.03,139.445,2006.47,2293.5,2123.38,2147.28,2027.16,2308.62,2143.42,2170.36,2017.13,2296.02,2129.83,2152.76,23205.09091,65119.72727,1.433636364,6.727272727,225.2727273,40.81818182,45.45454545,15614.18182,180.1818182,198.8181818,161.4545455,89.72727273,16,263.8181818,803.5454545,38979.18182,6136.454545,0.157428366,8.223027534,29.26120609,25.22228452,20.65121612,1662.979243,65.16259384,44.13120932,39.96839661,51.89815201,23.06078923,93.6843831,87.99814048,780.3019695,161.467869,0.206929978,0.002657515,1641.390095,295.4502171,5647.265231,734.14448,401.5251511,56.21352115,37.52718028,4.503261634,3019.385269,543.4893484,1.001920559,0.070134439,9.469595678,5.113581666,77.32937965,10.82611315,126.1466188,11.35319569,6.954876946,1.112780311,100.7977844,2.015955688,10.71344504,0.535672252,0.043327556,0.003309614,7.638590104,0.008584848,0.001514246,17.63859031
Bird Island,BI10,BI10.4,145,141,142,141.5,0.5,2329.89,175.025,2150.38,2497.18,2325.37,2322.92,2180.6,2520.13,2337.97,2342.11,2159.5,2509.55,2322.83,2324.35,23972.81818,57889.27273,1.315454545,8.181818182,202.5454545,24.36363636,30,2676.181818,63.81818182,233.4545455,166.3636364,198.0909091,23.18181818,395.0909091,963.8181818,43889.09091,6543,0.149073162,7.427222655,29.27580447,20.57315108,17.52712184,426.8826111,62.67985032,40.84939078,39.82278927,48.85172371,34.36515148,90.5179038,77.03092649,498.626003,178.5463525,0.358076698,0.003382222,5412.77206,974.2989708,5488.24581,713.4719553,523.0275133,73.22385186,51.81193098,6.217431718,36760.73258,6616.931864,3.769043144,0.26383302,7.155451754,3.863943947,40.6484082,5.690777148,36.99629166,3.329666249,9.787053209,1.565928513,91.25190224,1.825038045,9.674570314,0.483728516,0.052110474,0.00270453,5.189993239,0.014224903,0.002160762,15.1899932
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,0.55,2472.55,146.885,2360.47,2632.88,2476.45,2475.88,2357.69,2644.23,2475.28,2478.48,2362.22,2655.99,2471.15,2478,23105.16667,59388.66667,1.445,3.333333333,163.6666667,21.91666667,37.08333333,7485.25,241.3333333,224.6666667,194.5,335.9166667,23.08333333,209.3333333,889.5833333,41299.08333,6409.916667,0.155222517,7.796658181,21.93516618,13.78707124,18.55928257,1804.052364,73.49252693,43.51036101,48.11066788,87.61014712,36.67909569,95.65594914,112.9388075,461.5002134,152.3157357,0.330044778,0.003991243,5594.694254,1007.044966,6436.237221,836.7108387,1149.476822,160.9267551,82.80022216,9.936026659,6074.810846,1093.465952,1.250579343,0.087540554,6.317256008,3.411318244,67.58862806,9.462407928,145.146567,13.06319103,20.81297886,3.330076618,121.0153008,2.420306016,58.14267286,2.907133643,0.423076923,0.003876515,0.916267268,0.078602327,0.00858044,10.91626738
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,0.5,2559.59,205.02,2412,2782.29,2554.16,2559.78,2408.06,2793.49,2559.89,2565.96,2413.78,2823.82,2557.72,2567.42,22003.36364,55622.63636,1.340909091,22.36363636,298.7272727,77,45.72727273,5640.909091,97.45454545,219.6363636,153.9090909,107.3636364,18.36363636,341.1818182,842,39460.90909,6059.454545,0.153574041,29.26524467,40.17235594,60.43839839,17.73747958,2883.757877,54.66692535,32.16915519,62.8258777,72.57585374,30.47711511,66.89666387,120.6673112,1155.963361,195.2973956,0.168947738,0.003237462,2804.420041,504.7956074,5642.915643,733.5790336,253.7523195,35.52532473,42.83579617,5.14029554,49049.46764,8828.904175,16.76515491,1.173560844,16.20702482,8.751793403,58.21751812,8.150452537,148.0981288,13.32883159,4.260143181,0.681622909,85.39705279,1.707941056,5.057282645,0.252864132,0.161812298,0.002621301,1.619963826,0.034971207,0.004063642,11.61996373
Bird Island,BI10,BI10.4,168,168.4,170,169.2,0.8,2585.58,223.14,2423.54,2830.39,2576.29,2584.48,2429.35,2855.26,2586.35,2595.92,2427.51,2873.79,2584.22,2594.81,23517.94118,58045.35294,1.348823529,14.70588235,221.5294118,53.11764706,52.58823529,5513.470588,93.94117647,223.5882353,128.1176471,68.88235294,47.94117647,306.8235294,807.4705882,41957.52941,6396.058824,0.152447822,10.46879115,30.48179302,36.85085201,14.91668036,425.4353825,58.15654584,36.42982779,45.56435333,47.6233692,47.87022899,104.5204736,98.3311482,646.1320606,215.9295228,0.33418791,0.004793828,21023.43508,3784.218314,6500.001765,845.0002295,1574.554031,220.4375643,219.4284939,26.33141927,51904.82693,9342.868847,14.16367715,0.991457401,12.29132094,6.637313308,34.00992075,4.761388905,148.2023206,13.33820885,43.16608535,6.906573656,121.2110164,2.424220328,16.90685979,0.84534299,0.13986014,0.003706106,2.649865654,0.028584112,0.003615852,12.6498656
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,0.5,2624.44,233.415,2473.71,2910.39,2612.54,2627.55,2471.41,2915.14,2617.23,2634.77,2470.11,2936.94,2617.39,2636.09,23704.54545,59517.81818,1.359090909,25.63636364,234.4545455,59.27272727,34.18181818,6844.727273,139.0909091,239.5454545,158.7272727,107.4545455,30.63636364,331.3636364,889,41661.81818,6516.909091,0.156416456,26.5603943,45.61000688,39.01817758,14.71610126,887.9271469,45.50923982,26.90488296,33.82038116,47.13462344,32.15671851,116.1871531,109.0128433,698.4810403,165.7784392,0.237341359,0.00248921,1243.638909,223.8550036,6176.904031,802.997524,227.5458294,31.85641612,41.17278862,4.940734634,34127.39087,6142.930357,6.771422937,0.473999606,8.534630865,4.608700667,31.39605337,4.395447472,72.11422012,6.490279811,2.564526013,0.410324162,95.32051892,1.906410378,5.156965844,0.257848292,0.138504155,0.002265365,1.635593412,0.021567085,0.002509458,11.6355936
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,0.5,2730.21,241.01,2575.81,3106.99,2707.79,2738.7,2569.67,3079.52,2717.82,2745.99,2581.26,3063.28,2710.88,2740.6,21510,58730.81818,1.32,8,223.3636364,42.27272727,35.81818182,11848.63636,215.5454545,186.6363636,161.3636364,20.18181818,17.36363636,409.8181818,739,36929.18182,5825.272727,0.157757844,8.933084574,49.10656316,18.40158096,22.27024105,2059.334615,65.5932369,43.17006539,60.12366045,25.11102619,49.01892028,79.49190925,90.36481616,652.108552,199.2370904,0.305527492,0.005194461,11337.75217,2040.795391,6093.055388,792.0972004,915.5577505,128.1780851,122.3868181,14.68641817,29114.97389,5240.6953,5.562421054,0.389369474,5.623618255,3.036753858,28.97367916,4.056315082,93.7163573,8.434472157,24.03856275,3.84617004,119.1548845,2.38309769,15.8979202,0.79489601,0.137174211,0.001985269,1.447261321,0.038634438,0.004422585,11.44726118
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,0.5,2777.33,248.34,2600.17,3171.24,2746.98,2781.92,2616.9,3127.44,2770.43,2797.95,2611.7,3108.38,2753.48,2784.48,21500.09091,61427.81818,1.414545455,5.090909091,184,32.72727273,27.63636364,16426.63636,237.9090909,179.2727273,142.3636364,7.727272727,12.81818182,203.9090909,700.2727273,35551.54545,5773.636364,0.162441652,5.243177385,38.34318714,18.34715732,14.69879401,2073.301728,46.17023835,38.69390368,43.96196703,12.13334998,24.40007452,73.97358251,90.34610219,762.2013335,147.2387671,0.193175688,0.004380893,21256.47654,3826.165777,9697.311696,1260.65052,2196.956371,307.5738919,243.6402038,29.23682446,24845.10488,4472.118878,3.933228837,0.275326019,4.972003175,2.684881715,26.9304948,3.770269272,75.23867924,6.771481132,58.90663431,9.42506149,121.5336821,2.430673642,34.80855314,1.740427657,0.062383032,0.001896562,3.040188139,0.026490186,0.00345437,13.04018821
Bird Island,BI10,BI10.5,197,194,195,194.5,0.5,2856.27,249.095,2651.75,3225.59,2821.14,2848.26,2665.84,3186.71,2855.57,2873.31,2660.39,3158.58,2831.23,2854.78,21368,63253.63636,1.329090909,6.181818182,212.7272727,37.18181818,26.45454545,18888.27273,197.8181818,195.9090909,143.0909091,35.54545455,37.36363636,252.1818182,641.3636364,34873.36364,5607.636364,0.160814896,7.846249828,48.77928025,14.71610126,19.45951508,2894.783311,78.00104894,24.1679728,52.63545297,28.10111612,41.80735038,92.71549836,114.0774059,692.400646,152.3169542,0.219983842,0.003733565,4642.258304,835.6064947,7288.66125,947.5259625,660.9863166,92.53808432,67.78989286,8.134787143,27055.53366,4869.996059,5.752426608,0.402669863,6.761396788,3.651154266,46.72905914,6.54206828,130.7729603,11.76956643,12.67353344,2.02776535,118.8967341,2.377934682,12.27077458,0.613538729,0.03992016,0.001869299,4.682593091,0.007134119,0.001047474,14.68259281
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,0.45,2979.47,305.865,2687.55,3332.18,2927.25,2954.04,2718.79,3336.52,2978.96,2989.86,2709.02,3320.75,2947.32,2965.03,20677.77778,62829.77778,1.47,9,262.6666667,50.33333333,46,21612.11111,199.7777778,188.8888889,138.1111111,22.11111111,56.77777778,303.3333333,617.1111111,31754.11111,5380.777778,0.169655698,5.722761571,48.16378307,17.7270979,13.97318861,5465.668885,49.56757453,15.68792883,38.84727933,13.60555442,53.25828052,45.45327271,105.3831633,1836.138301,193.7335656,0.105511423,0.004830661,2367.746797,426.1944235,5866.599826,762.6579774,234.8825033,32.88355046,42.2400533,5.068806396,70333.76898,12660.07842,6.816523388,0.477156637,10.88241106,5.876501972,68.09335946,9.533070324,90.27805952,8.125025357,2.553601126,0.40857618,85.79649547,1.715929909,5.275218799,0.26376094,0.025125628,0.001386813,5.51951554,0.004732874,0.000734519,15.51951559
Bird Island,BI10,BI10.6,218,209.5,210.5,210,0.5,3168.68,322.935,2821.1,3483.42,3137.66,3144.07,2845.7,3489.29,3172.68,3169.28,2828.79,3474.66,3150.29,3150.95,22777.27273,67689.90909,1.406363636,16.54545455,277.6363636,47.45454545,41.72727273,21337.36364,173.4545455,196.5454545,131.7272727,572.5454545,56.18181818,347.3636364,701.8181818,35983.63636,5795.545455,0.161179198,7.659812483,68.29241938,15.02906275,18.6445215,2347.554739,70.78893082,26.83417089,24.2160728,90.15915221,56.85387969,113.0303258,67.41931204,1415.962943,168.6542995,0.119109261,0.004940452,21467.56946,3864.162503,6764.508083,879.3860508,1293.229498,181.0521297,160.5283798,19.26340558,107255.388,19305.96984,11.84941346,0.829458942,9.702568502,5.239386991,34.46389212,4.824944897,255.5835815,23.00252234,25.70637949,4.113020718,111.2286921,2.224573842,16.62081972,0.831040986,0.039666799,0.00149658,3.772878972,0.010509971,0.001447526,13.77287905
Bird Island,BI10,BI10.6,228,221.4,222.4,221.9,0.5,3394.62,268.26,3069.81,3620.24,3388.59,3376.45,3107.86,3641.84,3421.39,3409.87,3090.01,3626.53,3402.86,3393.2,22133.63636,59188.27273,1.385454545,11.72727273,240.2727273,38.09090909,37.63636364,10933.36364,127.2727273,195.4545455,147.3636364,641.9090909,39.45454545,360.2727273,762.2727273,37510.09091,5808.454545,0.15488026,9.819276033,23.62240847,9.904085475,14.80724638,1181.277637,50.92365052,25.06935833,35.59851887,173.5398828,29.21425555,72.5190884,57.94840966,931.7696555,111.8931308,0.120086687,0.002108052,3810.216932,685.8390478,8457.047616,1099.41619,430.4165299,60.25831419,73.63658302,8.836389962,46161.88967,8309.140141,10.70451145,0.749315802,8.361148745,4.515020322,60.20244341,8.428342077,399.0691035,35.91621932,6.149324503,0.98389192,136.1592518,2.723185036,8.204676276,0.410233814,0.029922202,0.00174816,5.842350926,0.005036418,0.000797887,15.8423511
Bird Island,BI10,BI10.6,239,234.2,235.2,234.7,0.5,3606.13,176.09,3383.83,3743.7,3617.42,3601.42,3393.09,3754.34,3631.97,3616.84,3396.49,3748.67,3626.15,3611,21143.36364,63280.36364,1.398181818,7.454545455,285.5454545,38.09090909,36,20409.27273,208.1818182,193.4545455,143.7272727,49.18181818,45.45454545,367.0909091,662.3636364,33387.09091,5434.818182,0.162813335,9.811866656,48.52084838,12.40527747,10.36339713,2049.580108,59.16556124,25.07733493,32.78746989,27.4911556,32.13833734,81.42414205,68.29681212,438.7403457,126.3430395,0.28796768,0.004598313,2179.747422,392.354536,7198.222186,935.7688842,389.6638198,54.55293477,51.31483509,6.157780211,28337.51625,5100.752925,6.228678054,0.436007464,7.693387104,4.154429036,73.19734621,10.24762847,48.4428199,4.359853791,4.534790413,0.725566466,116.7915838,2.335831676,9.348601732,0.467430087,0.064850843,0.002698982,4.16183099,0.014353705,0.002032747,14.16183108
Bird Island,BI10,BI10.6,247,243.9,245,244.5,0.55,3694.31,168.05,3506.87,3839.62,3704.56,3696.52,3506.2,3838.77,3711.2,3701.59,3506.26,3842.36,3710.7,3702.56,21494.83333,55564,1.42,4.583333333,135.0833333,18.25,24.16666667,8114.75,104.3333333,189.4166667,128.9166667,52.41666667,42.83333333,193.4166667,732.3333333,38027.25,5765.583333,0.151656429,7.178988702,30.75255594,13.67894866,18.08984312,1775.903106,54.33621483,33.42687632,51.19918027,45.51215289,38.3875769,53.55618686,83.30047837,694.6642256,120.8511168,0.173970549,0.003910051,2601.638721,468.2949698,6524.805309,848.2246902,301.303437,42.18248118,64.81180749,7.777416899,68261.38783,12287.04981,16.02760991,1.121932694,12.99158529,7.015456057,116.9107903,16.36751064,232.0043335,20.88039002,3.037488827,0.485998212,95.07661499,1.9015323,4.985074292,0.249253715,0.216962525,0.003314251,1.527568545,0.043097046,0.004968041,11.52756844
Bird Island,BI10,BI10.7,259,250.7,251.7,251.2,0.5,3737.61,166.07,3556.41,3894.42,3741.2,3737.97,3559.88,3890.86,3746.77,3741.86,3559.69,3891.83,3750.51,3745.05,22053.5,55644.7,1.456,6.9,216.5,22.5,30.5,6016.1,58.4,193.8,94.7,0,36.7,309.4,778.5,39978.3,5991.2,0.149871289,7.140650453,30.89498341,17.58313586,9.766723549,1085.896808,45.29459129,35.87261413,50.22847798,0,50.00455535,84.42906293,84.16419138,409.0313897,142.4373547,0.348230865,0.003718036,2160.208858,388.8375944,6240.983611,811.3278694,344.5794406,48.24112168,41.07148346,4.928578015,23779.92504,4280.386507,0.986560337,0.069059224,4.505779401,2.433120877,32.9760233,4.616643262,29.80921049,2.682828944,5.026836978,0.804293916,101.292967,2.02585934,7.527120756,0.376356038,0.257069409,0.002989984,1.163103603,0.045693427,0.005100805,11.16310355
Bird Island,BI10,BI10.7,271,265,266,265.5,0.5,3826.75,153.97,3666.44,3985.17,3822.72,3824.35,3676.35,3992.02,3830.31,3831.6,3681.89,3989.83,3826.29,3827.83,21318.45455,65289.27273,1.384545455,9.454545455,229.1818182,32.45454545,38.27272727,22559,268,198,150,134.9090909,13.54545455,179.9090909,669.9090909,33321.45455,5441.545455,0.16333933,9.678467196,36.36156812,18.74760591,20.59655752,2571.744933,66.12866247,37.08908195,69.33685888,75.52410813,30.13756339,62.35616176,92.24039738,783.5076724,100.1123006,0.127774499,0.002567568,2135.960113,384.4728203,7771.356271,1010.276315,232.314161,32.52398254,56.87091915,6.824510298,58747.48129,10574.54663,23.84445704,1.669111993,14.66999494,7.921797268,145.5334854,20.37468796,316.1883316,28.45694984,2.699363842,0.431898215,119.6977813,2.393955626,5.881017729,0.294050886,0.137931034,0.003071442,2.226795258,0.020517811,0.002508671,12.22679512
Bird Island,BI10,BI10.7,280,275.9,276.9,276.4,0.5,3895.99,150.965,3741.48,4053.12,3885.76,3891.66,3748.93,4060.38,3891.21,3898.38,3755.78,4057.71,3886.76,3895.08,22988.54545,61328.09091,1.342727273,12.63636364,210.0909091,30,24,11403,201.1818182,228.2727273,145.4545455,299.6363636,30.63636364,298,792.4545455,39378.72727,6128.090909,0.155620113,7.159227993,31.99829541,11.38419958,13.48332303,1229.139943,62.69580238,32.50258731,56.09877652,72.51658118,26.94168787,113.4892065,82.11256132,414.5496571,177.2780046,0.427639974,0.004236404,1942.49545,349.649181,6196.60628,805.5588164,227.4128172,31.83779441,39.2756349,4.713076188,49872.72804,8977.091047,36.34308788,2.544016152,15.10269284,8.155454134,49.70613596,6.958859034,205.2689039,18.47420135,2.511699688,0.40187195,99.83622626,1.996724525,5.366567931,0.268328397,0.148809524,0.003135779,2.10724365,0.030806598,0.00372983,12.10724379
Bird Island,BI10,BI10.8,300,289.7,290.8,290.3,0.55,4007.58,197.05,3820.72,4214.65,3991.22,3999.8,3824.34,4217.44,3995.9,4005.71,3835.34,4229.44,3993.16,4004.44,21941.25,90008.25,1.515,3.916666667,215.9166667,29.33333333,42.41666667,54932.25,417.3333333,161.5,168.6666667,259.3333333,27.08333333,230.9166667,469.5,26231.16667,4973.25,0.189814865,5.806866364,22.80533563,15.00504966,18.76872802,5064.948301,120.178907,22.87714222,43.15160027,120.8156622,44.26461409,85.68807951,80.21731847,1786.447813,264.1897132,0.147885492,0.005451463,643.1526044,115.7674688,6725.623999,874.3311199,263.8954581,36.94536413,55.60667563,6.672801076,73040.17367,13147.23126,35.13097178,2.459168025,14.43173082,7.793134643,80.36054861,11.25047681,206.0678435,18.54610592,3.349219592,0.535875135,110.4667193,2.209334386,6.491956622,0.324597831,0.186125212,0.002772736,1.489715668,0.038820264,0.004460338,11.48971562
Bird Island,BI10,BI10.8,303,293.4,294.4,293.9,0.5,4038.45,196.52,3850.56,4248.53,4023.31,4032.39,3850.02,4254.2,4028.29,4037.08,3862.11,4255.15,4023.99,4034.25,22949.09091,77882.81818,1.480909091,11.45454545,237.0909091,46.81818182,37.45454545,35227.09091,408.6363636,192,203,321.7272727,31.45454545,320.9090909,621.0909091,32668.45455,5599.272727,0.171447406,25.99755233,33.47074707,30.30451512,21.26200196,4911.743915,90.62259401,24.12053067,44.40945845,51.79206678,48.12974888,67.93740434,103.5011638,844.0389047,133.5216019,0.158193658,0.004035679,661.9708417,119.1547515,5960.306307,774.8398199,277.5603378,38.85844729,54.76131918,6.571358302,74836.34761,13470.54257,16.81953054,1.177367138,12.65956686,6.836166104,78.52750915,10.99385128,100.7202187,9.064819683,3.120629768,0.499300763,95.05242503,1.901048501,6.318871737,0.315943587,0.213219616,0.002477455,1.161926469,0.046390514,0.005178075,11.16192638
