C:\Data\BAS2023_Mo_batch\MI1K__xrf     2023-09-05  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000048.spe	66.00	5.50	1	0.017513	-0.011353	0.012163	0.089277	28639	2.24	0.040	0.168	0.200	0.057	0.184	0.000	0.353	0.385	6.680	19.157	125.426	0.365	0.000	0.462	0.000	0.292	0.263	5.165	0.416	3.413	0.051	0.014	0.000	0.000	0.000	0.000	0.300	0.035	0.000	0.000	2.122	0.000	0.000	0.044	0.000	0.304	0.000	0.000	0.573	5.942	0.000	0.352	0.000	0.000	0.360	0.000	56.680	16.499	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000049.spe	67.00	5.50	1	0.017521	-0.011353	0.012163	0.089277	28679	1.89	0.000	0.100	0.074	0.000	0.158	0.032	0.337	0.453	6.749	19.049	131.571	0.496	0.000	0.625	0.115	0.424	0.000	5.316	0.680	2.906	0.000	0.000	0.000	0.026	0.000	0.000	0.334	0.082	0.000	0.000	1.643	0.000	0.021	0.085	0.037	0.497	0.474	0.000	0.630	5.636	0.097	0.236	0.000	0.000	0.100	0.183	58.008	16.868	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000050.spe	68.00	5.49	1	0.017518	-0.011353	0.012151	0.089277	29423	2.56	0.000	0.033	0.174	0.000	0.243	0.000	0.590	0.625	7.566	19.096	140.344	0.336	0.000	0.424	0.051	0.324	0.286	5.465	0.427	3.246	0.000	0.000	0.000	0.000	0.088	0.000	0.472	0.080	0.000	0.000	1.865	0.000	0.000	0.054	0.025	0.355	0.000	0.242	0.429	5.209	0.000	0.143	0.000	0.000	0.128	0.000	56.195	16.962	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000051.spe	69.00	5.48	1	0.017521	-0.011353	0.012238	0.089277	30904	2.27	0.000	0.061	0.181	0.000	0.201	0.000	0.292	0.728	9.239	21.074	160.604	0.516	0.000	0.699	0.119	0.387	0.312	6.004	0.394	3.125	0.000	0.000	0.000	0.014	0.000	0.000	0.521	0.249	0.000	0.000	1.614	0.000	0.000	0.151	0.164	0.221	0.000	0.085	0.585	6.146	0.290	0.171	0.084	0.000	0.105	0.239	52.886	16.922	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000052.spe	70.00	5.47	1	0.017519	-0.011353	0.012267	0.089277	31326	2.87	0.017	0.084	0.158	0.000	0.114	0.010	0.576	0.881	10.256	20.500	167.711	0.442	0.000	0.530	0.000	0.483	0.209	5.719	0.746	3.205	0.000	0.000	0.000	0.000	0.085	0.000	0.549	0.090	0.000	0.000	1.838	0.000	0.000	0.000	0.000	0.748	0.221	0.050	0.770	7.020	0.000	0.000	0.000	0.000	0.143	0.190	54.668	17.050	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000053.spe	71.00	5.48	1	0.017518	-0.011353	0.012267	0.089277	30813	2.33	0.000	0.046	0.179	0.020	0.088	0.000	0.296	1.134	10.861	19.250	166.423	0.246	0.000	0.480	0.068	0.208	0.333	6.040	0.383	3.300	0.000	0.000	0.000	0.063	0.000	0.000	0.660	0.240	0.000	0.000	2.090	0.011	0.019	0.000	0.039	0.310	0.000	0.000	0.627	6.932	0.000	0.209	0.000	0.000	0.247	0.000	51.329	16.953	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000054.spe	72.00	5.50	1	0.017519	-0.011353	0.012288	0.089277	29632	2.27	0.000	0.031	0.192	0.000	0.154	0.000	0.450	0.876	10.264	17.740	158.706	0.418	0.000	0.547	0.059	0.365	0.024	5.892	0.465	2.929	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.124	0.000	0.000	1.261	0.000	0.000	0.024	0.000	0.350	0.457	0.119	0.558	5.863	0.298	0.072	0.000	0.000	0.158	0.000	46.558	15.233	0.217	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000055.spe	73.00	5.48	1	0.017521	-0.011353	0.012143	0.089277	28644	2.10	0.032	0.043	0.245	0.000	0.104	0.000	0.269	0.886	10.135	17.550	153.058	0.265	0.000	0.483	0.000	0.225	0.406	5.750	0.289	2.825	0.000	0.000	0.000	0.121	0.000	0.000	0.490	0.293	0.000	0.000	1.622	0.000	0.000	0.000	0.172	0.317	0.000	0.000	0.657	5.758	0.085	0.334	0.028	0.000	0.242	0.000	45.128	14.982	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000056.spe	74.00	5.48	1	0.017520	-0.011353	0.012132	0.089277	29223	2.24	0.000	0.000	0.115	0.000	0.028	0.000	0.276	0.992	10.528	18.727	157.250	0.386	0.000	0.534	0.189	0.350	0.048	6.241	0.799	2.952	0.000	0.000	0.000	0.000	0.000	0.000	0.624	0.123	0.000	0.000	1.366	0.000	0.000	0.090	0.028	0.459	0.568	0.000	0.692	6.446	0.294	0.018	0.000	0.000	0.206	0.056	49.028	15.815	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000057.spe	75.00	5.49	1	0.017521	-0.011353	0.012124	0.089277	30269	2.33	0.042	0.148	0.215	0.000	0.090	0.000	0.362	0.988	11.587	18.707	164.925	0.346	0.000	0.411	0.014	0.031	0.203	6.303	0.552	3.117	0.000	0.000	0.000	0.000	0.000	0.000	0.619	0.018	0.000	0.000	1.656	0.000	0.014	0.000	0.000	0.546	0.674	0.000	0.892	6.001	0.167	0.000	0.000	0.000	0.192	0.000	50.287	16.602	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000058.spe	76.00	5.49	1	0.017520	-0.011353	0.012124	0.089277	30548	2.45	0.000	0.072	0.207	0.014	0.096	0.000	0.284	0.886	11.058	19.016	164.542	0.581	0.000	0.612	0.148	0.333	0.367	6.734	0.475	2.916	0.000	0.000	0.000	0.054	0.000	0.000	0.616	0.242	0.000	0.000	1.788	0.000	0.000	0.049	0.015	0.382	0.140	0.051	0.643	6.314	0.251	0.058	0.054	0.000	0.233	0.126	52.328	16.459	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000059.spe	77.00	5.48	1	0.017521	-0.011353	0.012101	0.089277	30324	2.51	0.000	0.059	0.253	0.017	0.179	0.000	0.389	0.846	10.726	19.017	161.297	0.279	0.000	0.325	0.048	0.163	0.433	6.315	0.344	2.952	0.030	0.000	0.028	0.000	0.046	0.000	0.581	0.284	0.000	0.000	1.436	0.000	0.000	0.000	0.000	0.568	0.108	0.000	0.701	5.905	0.000	0.172	0.000	0.000	0.076	0.000	50.719	16.599	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000060.spe	78.00	5.49	1	0.017524	-0.011353	0.012186	0.089277	30778	2.25	0.000	0.043	0.187	0.023	0.103	0.000	0.283	0.999	9.982	18.703	164.756	0.293	0.000	0.607	0.000	0.327	0.064	6.533	0.317	2.846	0.000	0.000	0.024	0.000	0.000	0.000	0.556	0.192	0.000	0.000	1.711	0.000	0.068	0.162	0.061	0.242	0.000	0.000	0.840	6.361	0.260	0.141	0.000	0.000	0.424	0.019	52.049	16.351	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000061.spe	79.00	5.46	1	0.017523	-0.011353	0.012223	0.089277	30529	2.29	0.000	0.064	0.139	0.000	0.153	0.026	0.378	0.884	10.291	19.000	158.868	0.478	0.000	0.528	0.000	0.195	0.370	6.306	0.571	3.366	0.000	0.000	0.000	0.000	0.000	0.000	0.491	0.197	0.000	0.000	1.703	0.000	0.055	0.093	0.000	0.481	0.165	0.018	0.545	6.008	0.222	0.137	0.000	0.000	0.216	0.081	52.948	16.749	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000062.spe	80.00	5.51	1	0.017522	-0.011353	0.012247	0.089277	29738	2.21	0.000	0.045	0.169	0.000	0.144	0.016	0.334	0.933	10.254	18.667	156.248	0.399	0.000	0.392	0.000	0.246	0.052	5.915	0.174	2.810	0.000	0.000	0.042	0.076	0.000	0.000	0.422	0.168	0.000	0.000	1.613	0.000	0.000	0.000	0.106	0.321	0.401	0.000	0.739	5.694	0.047	0.130	0.000	0.000	0.219	0.039	48.295	16.279	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000063.spe	81.00	5.49	1	0.017523	-0.011353	0.012265	0.089277	30434	2.31	0.000	0.090	0.199	0.055	0.137	0.000	0.603	0.653	9.464	20.431	156.351	0.309	0.000	0.524	0.000	0.168	0.377	6.226	0.104	3.257	0.016	0.000	0.000	0.000	0.106	0.000	0.376	0.265	0.000	0.000	1.717	0.000	0.051	0.100	0.000	0.541	0.000	0.000	0.813	5.774	0.222	0.256	0.000	0.000	0.208	0.059	52.035	16.717	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000064.spe	82.00	5.51	1	0.017523	-0.011353	0.012265	0.089277	29601	2.03	0.023	0.067	0.095	0.013	0.144	0.000	0.281	0.883	8.730	20.722	141.691	0.415	0.000	0.478	0.200	0.286	0.387	5.808	0.418	3.190	0.000	0.000	0.000	0.029	0.000	0.000	0.537	0.118	0.000	0.043	1.457	0.000	0.073	0.193	0.211	0.123	0.068	0.000	0.714	5.511	0.456	0.350	0.000	0.000	0.486	0.206	54.105	16.576	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000065.spe	83.00	5.49	1	0.017524	-0.011353	0.012293	0.089277	30133	2.08	0.000	0.126	0.246	0.042	0.148	0.000	0.404	0.813	9.523	18.905	151.548	0.509	0.000	0.737	0.113	0.320	0.223	6.167	0.623	3.185	0.000	0.000	0.032	0.000	0.000	0.000	0.444	0.205	0.000	0.047	1.716	0.000	0.000	0.245	0.050	0.160	0.349	0.014	0.586	5.959	0.338	0.039	0.000	0.000	0.202	0.255	55.249	16.769	0.229	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000066.spe	84.00	5.46	1	0.017525	-0.011353	0.012315	0.089277	31211	2.37	0.000	0.000	0.239	0.000	0.146	0.024	0.457	0.994	10.930	21.104	161.196	0.378	0.000	0.805	0.000	0.237	0.300	6.866	0.402	3.399	0.000	0.000	0.031	0.000	0.000	0.000	0.507	0.134	0.000	0.056	1.476	0.000	0.000	0.063	0.000	0.632	0.396	0.179	0.575	5.388	0.203	0.297	0.000	0.000	0.248	0.000	53.815	17.595	0.232	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000067.spe	85.00	5.48	1	0.017525	-0.011353	0.012306	0.089277	30016	2.35	0.012	0.038	0.212	0.000	0.148	0.000	0.281	0.975	9.671	19.617	151.162	0.553	0.000	0.914	0.055	0.185	0.090	6.237	0.391	3.073	0.000	0.000	0.047	0.000	0.000	0.000	0.573	0.390	0.000	0.000	1.723	0.000	0.000	0.271	0.000	0.348	0.194	0.070	0.751	5.022	0.370	0.214	0.121	0.000	0.444	0.119	52.469	16.828	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000068.spe	86.00	5.46	1	0.017520	-0.011353	0.012207	0.089277	30920	2.16	0.000	0.086	0.249	0.000	0.164	0.000	0.314	0.984	10.694	19.296	157.997	0.575	0.000	0.845	0.120	0.340	0.305	6.561	0.862	3.223	0.000	0.000	0.000	0.028	0.000	0.000	0.592	0.250	0.000	0.000	1.058	0.000	0.000	0.000	0.000	0.820	0.037	0.183	0.574	6.033	0.317	0.134	0.000	0.000	0.040	0.151	55.069	17.381	0.231	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000069.spe	87.00	5.47	1	0.017521	-0.011353	0.012184	0.089277	31000	2.22	0.000	0.123	0.390	0.053	0.129	0.000	0.281	1.072	10.744	20.008	154.992	0.355	0.000	0.811	0.061	0.235	0.189	6.503	0.365	3.234	0.000	0.054	0.000	0.015	0.000	0.000	0.567	0.114	0.000	0.000	1.800	0.000	0.000	0.000	0.073	0.128	0.371	0.000	0.816	6.012	0.234	0.034	0.000	0.000	0.330	0.000	55.819	17.769	0.232	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000070.spe	88.00	5.47	1	0.017520	-0.011353	0.012184	0.089277	30090	2.41	0.000	0.139	0.299	0.000	0.089	0.030	0.403	1.106	11.824	19.186	154.472	0.412	0.000	0.639	0.083	0.607	0.302	6.791	0.711	3.099	0.000	0.000	0.093	0.000	0.088	0.029	0.527	0.280	0.000	0.000	1.532	0.000	0.000	0.000	0.000	0.856	0.487	0.062	0.689	5.498	0.247	0.000	0.000	0.000	0.275	0.137	53.841	16.337	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000071.spe	89.00	5.46	1	0.017523	-0.011353	0.012221	0.089277	30234	2.19	0.000	0.070	0.268	0.028	0.140	0.000	0.389	1.145	12.035	19.176	155.243	0.442	0.000	0.682	0.000	0.000	0.297	6.779	0.502	3.293	0.000	0.000	0.000	0.015	0.000	0.000	0.729	0.253	0.000	0.000	1.732	0.000	0.000	0.167	0.000	0.314	0.087	0.000	0.616	6.075	0.343	0.095	0.000	0.000	0.214	0.000	52.328	17.027	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000072.spe	90.00	5.45	1	0.017524	-0.011353	0.012246	0.089277	32314	2.36	0.050	0.034	0.325	0.000	0.133	0.000	0.169	1.353	13.603	20.680	174.933	0.560	0.000	0.809	0.000	0.245	0.729	6.926	0.498	3.051	0.000	0.000	0.021	0.014	0.000	0.000	0.707	0.029	0.000	0.000	1.489	0.000	0.010	0.030	0.032	0.796	0.000	0.000	0.627	6.837	0.487	0.136	0.000	0.000	0.216	0.246	55.406	17.747	0.233	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000073.spe	91.00	5.45	1	0.017524	-0.011353	0.012294	0.089277	29782	2.36	0.011	0.118	0.276	0.000	0.220	0.000	0.313	1.033	11.422	18.503	157.133	0.272	0.000	0.579	0.115	0.214	0.678	6.355	0.575	2.701	0.000	0.000	0.000	0.064	0.000	0.000	0.633	0.267	0.000	0.000	1.909	0.000	0.066	0.063	0.000	0.462	0.000	0.000	0.855	5.406	0.056	0.050	0.000	0.000	0.165	0.096	52.185	15.897	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000074.spe	92.00	5.39	1	0.017520	-0.011353	0.012330	0.089277	28003	2.15	0.000	0.039	0.222	0.023	0.187	0.025	0.363	0.774	10.072	16.372	140.924	0.145	0.000	0.540	0.054	0.061	0.422	6.088	0.615	2.728	0.000	0.000	0.032	0.000	0.010	0.082	0.397	0.121	0.000	0.000	1.034	0.000	0.000	0.000	0.000	0.400	0.216	0.000	0.540	5.315	0.000	0.000	0.000	0.000	0.294	0.000	50.810	15.268	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000075.spe	93.00	5.42	1	0.017522	-0.011353	0.012330	0.089277	28664	2.42	0.011	0.120	0.269	0.089	0.169	0.038	0.544	0.946	10.948	16.888	146.202	0.426	0.000	0.496	0.085	0.235	0.321	6.550	0.410	2.955	0.000	0.000	0.000	0.000	0.134	0.000	0.376	0.258	0.000	0.000	1.755	0.000	0.000	0.000	0.000	0.454	0.120	0.000	0.455	5.367	0.151	0.191	0.000	0.000	0.283	0.000	48.371	16.306	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000076.spe	94.00	5.43	1	0.017524	-0.011353	0.012359	0.089277	29230	2.28	0.000	0.017	0.203	0.000	0.046	0.000	0.280	0.950	10.947	17.807	151.665	0.367	0.000	0.509	0.000	0.032	0.307	6.132	0.391	2.922	0.000	0.000	0.000	0.000	0.000	0.000	0.534	0.175	0.000	0.000	1.938	0.000	0.056	0.145	0.000	0.302	0.000	0.021	0.773	5.220	0.140	0.000	0.000	0.000	0.249	0.174	50.185	16.302	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000077.spe	95.00	5.46	1	0.017524	-0.011353	0.012340	0.089277	30146	2.42	0.000	0.031	0.228	0.000	0.136	0.000	0.277	1.102	11.704	20.196	157.436	0.470	0.000	0.604	0.000	0.276	0.335	6.645	0.382	2.795	0.016	0.000	0.000	0.051	0.000	0.000	0.410	0.254	0.000	0.000	1.481	0.000	0.000	0.030	0.019	0.058	0.083	0.030	0.653	5.434	0.341	0.101	0.152	0.000	0.301	0.067	52.533	16.584	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000078.spe	96.00	5.47	1	0.017520	-0.011353	0.012210	0.089277	29252	2.13	0.000	0.113	0.283	0.000	0.159	0.000	0.151	1.018	10.445	18.317	153.975	0.380	0.000	0.601	0.000	0.000	0.302	6.180	0.587	3.175	0.000	0.000	0.000	0.118	0.000	0.000	0.686	0.061	0.000	0.000	1.804	0.000	0.147	0.135	0.000	0.522	0.462	0.000	0.725	5.573	0.233	0.000	0.000	0.000	0.139	0.000	50.263	16.469	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000079.spe	97.00	5.49	1	0.017521	-0.011353	0.012225	0.089277	29999	2.24	0.000	0.084	0.191	0.000	0.184	0.000	0.281	0.975	10.098	18.799	159.562	0.326	0.000	0.649	0.060	0.049	0.517	6.184	0.520	3.088	0.000	0.000	0.000	0.066	0.000	0.000	0.578	0.142	0.000	0.000	1.565	0.000	0.000	0.055	0.000	0.751	0.104	0.057	0.665	6.690	0.187	0.046	0.000	0.000	0.312	0.075	51.601	16.249	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000080.spe	98.00	5.49	1	0.017520	-0.011353	0.012216	0.089277	30228	2.30	0.019	0.171	0.244	0.055	0.244	0.000	0.563	0.914	11.143	19.662	161.619	0.271	0.000	0.584	0.000	0.202	0.181	5.980	0.299	3.597	0.000	0.000	0.000	0.000	0.135	0.000	0.396	0.191	0.000	0.000	1.693	0.000	0.000	0.000	0.000	0.579	0.269	0.091	0.584	6.020	0.100	0.292	0.000	0.000	0.247	0.000	50.553	15.848	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000081.spe	99.00	5.49	1	0.017520	-0.011353	0.012266	0.089277	30584	2.32	0.000	0.089	0.197	0.011	0.222	0.015	0.325	0.991	11.240	19.864	162.454	0.295	0.000	0.856	0.027	0.395	0.157	6.292	0.771	3.462	0.000	0.000	0.017	0.000	0.000	0.000	0.484	0.099	0.000	0.000	1.363	0.000	0.000	0.000	0.000	0.923	0.383	0.000	0.601	6.202	0.115	0.011	0.000	0.000	0.175	0.000	52.713	16.652	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000082.spe	100.00	5.49	1	0.017522	-0.011353	0.012243	0.089277	29975	2.52	0.000	0.011	0.124	0.000	0.148	0.016	0.081	1.075	10.218	18.884	161.449	0.327	0.000	0.568	0.000	0.134	0.428	6.128	0.376	3.164	0.000	0.000	0.013	0.128	0.000	0.000	0.536	0.214	0.000	0.000	2.361	0.000	0.217	0.251	0.084	0.503	0.000	0.210	0.883	5.503	0.000	0.401	0.000	0.000	0.398	0.084	47.549	15.733	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000083.spe	101.00	5.48	1	0.017522	-0.011353	0.012298	0.089277	30789	2.53	0.000	0.094	0.222	0.000	0.262	0.011	0.301	0.980	11.464	20.537	168.180	0.437	0.000	0.708	0.036	0.239	0.265	6.685	0.608	3.058	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.100	0.000	0.000	1.846	0.000	0.000	0.000	0.000	0.600	0.211	0.094	0.634	6.007	0.163	0.125	0.000	0.000	0.264	0.037	50.832	17.153	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000084.spe	102.00	5.49	1	0.017523	-0.011353	0.012337	0.089277	30628	2.33	0.000	0.010	0.158	0.000	0.283	0.000	0.371	0.992	10.580	20.042	166.756	0.699	0.000	0.810	0.053	0.242	0.463	5.832	0.475	3.092	0.000	0.000	0.000	0.000	0.000	0.000	0.544	0.254	0.000	0.000	1.638	0.000	0.000	0.000	0.000	0.424	0.000	0.000	0.549	6.138	0.315	0.153	0.050	0.000	0.412	0.081	50.333	16.392	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000085.spe	103.00	5.47	1	0.017524	-0.011353	0.012353	0.089277	31627	2.57	0.042	0.056	0.278	0.000	0.257	0.022	0.364	0.987	12.168	21.700	175.562	0.456	0.000	0.574	0.028	0.252	0.327	6.598	0.575	3.059	0.000	0.000	0.000	0.000	0.021	0.000	0.496	0.224	0.000	0.000	1.701	0.000	0.000	0.000	0.000	0.542	0.069	0.032	0.472	5.981	0.336	0.159	0.000	0.000	0.257	0.000	51.507	17.137	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000086.spe	104.00	5.50	1	0.017521	-0.011353	0.012320	0.089277	31060	2.41	0.000	0.060	0.262	0.023	0.242	0.015	0.424	1.028	12.199	21.044	171.559	0.519	0.000	0.466	0.000	0.245	0.287	5.915	0.489	3.024	0.000	0.000	0.000	0.000	0.000	0.000	0.618	0.121	0.000	0.000	1.701	0.000	0.000	0.000	0.000	0.492	0.000	0.073	0.747	6.247	0.287	0.000	0.000	0.000	0.086	0.000	52.276	16.567	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000087.spe	105.00	5.47	1	0.017520	-0.011353	0.012341	0.089277	32193	2.39	0.000	0.084	0.285	0.040	0.285	0.014	0.415	0.864	12.215	22.706	179.023	0.332	0.000	0.562	0.104	0.323	0.150	6.336	0.824	3.495	0.000	0.000	0.000	0.000	0.075	0.000	0.644	0.183	0.000	0.000	1.888	0.000	0.000	0.000	0.072	1.023	1.031	0.085	0.663	6.452	0.000	0.085	0.072	0.000	0.461	0.070	54.540	17.580	0.234	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000088.spe	106.00	5.47	1	0.017518	-0.011353	0.012275	0.089277	31924	2.33	0.000	0.122	0.312	0.082	0.370	0.000	0.339	0.910	12.115	21.883	173.861	0.337	0.000	0.606	0.118	0.145	0.000	6.491	0.632	2.972	0.021	0.047	0.000	0.000	0.052	0.038	0.558	0.280	0.000	0.000	1.589	0.000	0.000	0.000	0.000	0.801	0.350	0.000	0.707	6.927	0.000	0.151	0.000	0.000	0.333	0.000	54.533	17.541	0.234	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000089.spe	107.00	5.46	1	0.017517	-0.011353	0.012246	0.089277	32254	2.55	0.000	0.122	0.277	0.000	0.307	0.025	0.451	1.009	12.072	22.687	175.981	0.220	0.000	0.473	0.022	0.060	0.254	6.337	0.536	3.395	0.000	0.000	0.000	0.000	0.026	0.000	0.683	0.000	0.000	0.000	1.773	0.022	0.023	0.000	0.000	0.562	0.177	0.021	0.693	6.575	0.044	0.199	0.000	0.000	0.192	0.000	56.015	17.448	0.233	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000090.spe	108.00	5.46	1	0.017521	-0.011353	0.012275	0.089277	31763	2.36	0.017	0.094	0.261	0.000	0.249	0.010	0.384	1.056	11.774	21.603	173.493	0.436	0.000	0.610	0.131	0.254	0.653	5.714	0.418	3.086	0.000	0.000	0.000	0.000	0.000	0.000	0.635	0.134	0.000	0.000	1.866	0.000	0.106	0.119	0.114	0.412	0.000	0.093	0.472	6.559	0.110	0.016	0.000	0.000	0.268	0.000	53.914	17.125	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000091.spe	109.00	5.48	1	0.017520	-0.011353	0.012304	0.089277	31778	2.52	0.000	0.051	0.222	0.000	0.302	0.000	0.346	0.855	12.230	22.608	177.222	0.444	0.000	0.698	0.000	0.108	0.479	6.278	0.560	3.228	0.000	0.000	0.000	0.043	0.000	0.000	0.626	0.158	0.000	0.000	1.863	0.000	0.015	0.000	0.000	0.441	0.000	0.028	0.728	6.581	0.206	0.000	0.000	0.000	0.420	0.000	51.017	17.550	0.229	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000092.spe	110.00	5.44	1	0.017520	-0.011353	0.012159	0.089277	32687	2.50	0.000	0.138	0.230	0.031	0.417	0.000	0.279	0.958	12.180	23.319	183.041	0.273	0.000	0.652	0.054	0.120	0.370	6.247	0.432	3.566	0.000	0.000	0.000	0.051	0.000	0.000	0.652	0.090	0.000	0.000	1.875	0.093	0.017	0.130	0.000	0.341	0.126	0.199	0.689	6.531	0.000	0.072	0.000	0.000	0.214	0.184	52.573	17.523	0.232	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000093.spe	111.00	5.45	1	0.017519	-0.011353	0.012113	0.089277	30312	2.40	0.000	0.015	0.193	0.000	0.322	0.000	0.446	0.854	10.240	20.349	162.646	0.308	0.000	0.547	0.041	0.432	0.170	5.788	0.621	2.958	0.000	0.000	0.000	0.000	0.000	0.000	0.482	0.156	0.000	0.000	1.789	0.047	0.066	0.186	0.031	0.473	0.275	0.000	0.639	6.333	0.000	0.248	0.000	0.000	0.214	0.000	51.699	16.169	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000094.spe	112.00	5.43	1	0.017523	-0.011353	0.012113	0.089277	28449	2.04	0.028	0.116	0.187	0.000	0.285	0.000	0.308	0.997	10.124	18.186	144.074	0.551	0.000	0.628	0.000	0.193	0.486	5.622	0.451	3.160	0.000	0.000	0.000	0.026	0.000	0.000	0.458	0.050	0.000	0.000	1.536	0.000	0.000	0.095	0.000	0.331	0.000	0.000	0.707	5.593	0.387	0.188	0.000	0.000	0.255	0.015	51.247	16.418	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000095.spe	113.00	5.45	1	0.017521	-0.011353	0.012113	0.089277	30445	2.38	0.017	0.070	0.273	0.000	0.250	0.011	0.489	1.061	11.608	19.501	162.406	0.505	0.000	0.533	0.000	0.098	0.384	6.461	0.743	3.212	0.000	0.000	0.000	0.000	0.033	0.000	0.658	0.018	0.000	0.000	1.589	0.000	0.000	0.000	0.000	0.492	0.090	0.000	0.600	6.144	0.301	0.021	0.000	0.000	0.223	0.000	52.370	17.286	0.229	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000096.spe	114.00	5.46	1	0.017522	-0.011353	0.012113	0.089277	31558	2.58	0.063	0.181	0.350	0.000	0.269	0.000	0.572	0.999	13.100	22.180	175.720	0.436	0.000	0.622	0.074	0.056	0.000	6.204	0.527	3.325	0.000	0.000	0.000	0.000	0.063	0.000	0.679	0.072	0.000	0.000	1.531	0.000	0.000	0.000	0.130	0.387	0.519	0.076	0.598	6.503	0.181	0.048	0.106	0.000	0.210	0.155	50.706	17.283	0.231	
