Location,Site,Section,Sample_ID,Sample_thickness,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.9,342,1.0,12.1,13.1,12.6,332.1,333.1,332.6,332.1,333.1,332.6,332.6,4126.96,4711.25,4398.15,4401.68,0.09009,54.15974773,2.707987387,45.84025227,4.584025227,0.283876328,0.028387633,1907.808331,19.06490942,473.7956247,85.28321245,3366.405358,437.6326965,159.3219544,22.30507362,48.26462876,5.791755451,244762.4318,44057.23772,24.67115714,1.726981,18.49534977,9.987488876,54.25753022,7.596054231,108.9295808,9.803662272,29.81581511,0.773136298,2.02301219,0.32368195,53.58134359,1.071626872,3.512118591,0.17560593,3.936977584,0.019326058,0.365718702,0.003108463
Bird Island,BI10,BI10.9,348,1.0,19.5,20.5,20.0,339.5,340.5,340,339.5,340.5,340,340.0,4180.66,4813.55,4477.39,4483.82,0.09793,79.92749239,3.996374619,20.07250761,2.007250761,0.233658379,0.023365838,3740.72618,50.17060239,519.5682507,93.52228513,6376.14109,828.8983417,247.3342292,34.62679209,71.25145017,8.55017402,33059.50476,5950.710857,30.22335953,2.115635167,15.52691154,8.384532232,93.06939632,13.02971548,242.3611357,21.81250221,13.38786455,0.172694261,3.033425815,0.48534813,126.2966844,2.525933688,6.610934788,0.330546739,3.489982864,0.053218462,0.532835757,0.004931813
Bird Island,BI10,BI10.9,353,1.0,25.7,26.7,26.2,345.7,346.7,346.2,345.7,346.7,346.2,346.2,4249.83,4857.11,4542.96,4547.13,0.09124,59.1542995,2.957714975,40.8457005,4.08457005,0.537569421,0.053756942,726.3242938,7.848344827,590.2581944,106.246475,1649.910749,214.4883974,196.7910903,27.55075264,40.04154754,4.804985705,259743.8529,46753.89352,31.69988747,2.218992123,16.50037866,8.910204476,46.16790206,6.463506288,46.41044203,4.176939783,33.63062821,0.630236272,2.023599773,0.323775964,26.73253921,0.534650784,3.215918511,0.160795926,3.841771896,0.06841699,0.221542724,0.000709409
Bird Island,BI10,BI10.9,361,1.0,35.7,36.7,36.2,355.7,356.7,356.2,355.7,356.7,356.2,356.2,4347.54,4949.41,4657.78,4656.73,0.08702,75.51545368,3.775772684,24.48454632,2.448454632,0.271119644,0.027111964,4761.875299,30.36296028,2355.45594,423.9820692,6975.754499,906.8480849,799.193679,111.8871151,63.1732016,7.580784192,19940.78074,3589.340533,5.120949268,0.358466449,8.855748872,4.782104391,61.1989585,8.56785419,50.4248919,4.538240271,5.486958807,0.08884197,12.19802273,1.951683637,152.5618881,3.051237762,25.31019839,1.26550992,5.131125425,0.052935455,1.245198413,0.027091858
Bird Island,BI10,BI10.9,365,1.0,40.7,41.7,41.2,360.7,361.7,361.2,360.7,361.7,361.2,361.2,4398.4,5007.11,4717.52,4714.19,0.08524,75.42653024,3.771326512,24.57346976,2.457346976,0.306744795,0.030674479,4611.136234,33.19747396,1070.885179,192.7593322,6849.57438,890.4446694,482.4222414,67.5391138,70.44102514,8.452923017,91742.56196,16513.66115,76.74575589,5.372202912,30.78295408,16.6227952,84.15061701,11.78108638,199.4152519,17.94737267,10.06036084,0.205877938,4.992973415,0.798875746,138.0986394,2.761972788,9.681378018,0.484068901,6.041542002,0.028948675,0.81296146,0.006029443
Bird Island,BI10,BI10.9,372,1.9,49.1,51.0,50.1,369.1,371,370.1,369.1,371.0,370.1,370.1,4483,5053.23,4784.6,4781.06,0.08545,77.82667862,3.891333931,22.17332138,2.217332138,0.217762879,0.021776288,5476.238187,44.56145304,1739.758107,313.1564593,7954.492393,1034.084011,927.4315698,129.8404198,100.6908119,12.08289743,63330.72521,11399.53054,33.30735274,2.331514692,18.94940307,10.23267766,69.48540749,9.727957049,155.6838291,14.01154462,17.98872607,0.108961756,9.175578982,1.468092637,172.6424549,3.452849098,18.17108513,0.908554257,10.90930959,0.055230939,1.325701748,0.018963946
Bird Island,BI10,BI10.10,379,1.1,7.3,8.4,7.85,367.3,368.4,367.9,366.3,367.4,366.9,366.9,4518.52,5091.71,4824.32,4818.51,0.09279,77.00109282,3.850054641,22.99890718,2.299890718,0.291571616,0.029157162,4996.075153,52.11628875,1447.271106,260.5087991,6910.359074,898.3466796,541.6620458,75.83268641,69.28334701,8.314001641,69886.15056,12579.5071,17.29854042,1.210897829,16.74430526,9.04192484,96.04739856,13.4466358,106.4331106,9.578979954,12.94872931,0.192691994,7.537000498,1.20592008,142.7753473,2.855506946,10.27576935,0.513788468,7.2235317,0.082032731,0.9882166,0.017709204
Bird Island,BI10,BI10.10,386,0.9,15.7,16.6,16.1,375.7,376.6,376.1,374.7,375.6,375.2,375.2,4592.14,5130.58,4879.62,4873.47,0.09279,72.13219103,3.606609551,27.86780897,2.786780897,0.364923014,0.036492301,4505.833499,31.50266064,1334.018291,240.1232924,6023.226846,783.01949,617.6592849,86.47229989,70.46152124,8.455382549,54047.68966,9728.584139,24.79954461,1.735968123,17.31182215,9.348383961,74.97636554,10.49669118,153.3540492,13.80186443,11.06391366,0.159070092,7.097707001,1.13563312,129.6985539,2.593971078,12.79708303,0.639854152,6.262183706,0.042454841,1.05208357,0.008324452
Bird Island,BI10,BI10.10,390,1.0,20.5,21.5,21.0,380.5,381.5,381,379.5,380.5,380.0,380.0,4640.32,5183.7,4930.55,4925.2,0.09381,78.69058332,3.934529166,21.30941668,2.130941668,0.239273227,0.023927323,6066.004862,40.91124585,3262.422113,587.2359803,8005.462824,1040.710167,862.5856098,120.7619854,97.8957421,11.74748905,40132.04847,7223.768725,9.040037779,0.632802645,10.00803438,5.404338565,55.15725169,7.722015237,63.73190593,5.735871534,8.61116978,0.232102114,14.36128756,2.29780601,153.3496638,3.066993276,18.27558905,0.913779453,4.279527789,0.028118065,1.483670914,0.004179591
Bird Island,BI10,BI10.10,392,1.1,22.9,24.0,23.4,382.9,384,383.4,381.9,383.0,382.5,382.5,4672.5,5199.13,4958.66,4951.85,0.09380,72.08217607,3.604108804,27.91782393,2.791782393,0.329623388,0.032962339,4548.665534,59.92319496,2439.861236,439.1750225,8103.945816,1053.512956,859.4671757,120.3254046,81.91402797,9.829683356,54152.91453,9747.524615,19.75221569,1.382655098,13.25060411,7.155326219,94.26813549,13.19753897,136.8739771,12.31865794,12.8787305,0.584735162,9.248141245,1.479702599,135.6264282,2.712528564,16.48531144,0.824265572,5.788177951,0.208124419,1.022346242,0.016719137
Bird Island,BI10,BI10.10,396,1.1,27.7,28.8,28.2,387.7,388.8,388.2,386.7,387.8,387.3,387.3,4723.37,5238.72,5015.2,5003.02,0.09765,80.30162948,4.015081474,19.69837052,1.969837052,0.222180671,0.022218067,1529.984744,25.92577122,4192.532888,754.6559198,7585.017065,986.0522185,1453.514493,203.492029,274.0987451,32.89184941,20119.39045,3621.490281,2.860665218,0.200246565,5.370449412,2.900042682,19.4548787,2.723683018,47.14281535,4.242853382,5.442980062,0.045398161,20.02750394,3.20440063,151.7312933,3.034625866,23.6965254,1.18482627,1.683004451,0.00603126,1.28523096,0.007747074
Bird Island,BI10,BI10.10,403,1.1,36.3,37.4,36.8,396.3,397.4,396.8,395.3,396.4,395.9,395.9,4840.33,5330.4,5104.96,5091.09,0.08248,77.7103679,3.885518395,22.2896321,2.22896321,0.30863854,0.030863854,3049.762594,32.38070392,2645.007056,476.1012701,7317.516566,951.2771536,1096.289357,153.48051,78.69369569,9.443243483,51021.42539,9183.85657,7.991640436,0.559414831,10.48748493,5.663241862,71.22393581,9.971351013,61.90931635,5.571838472,10.25687008,0.232367414,10.62373635,1.699797816,121.4529542,2.429059084,19.25420696,0.962710348,5.804511688,0.123140897,1.176556743,0.015856583
Bird Island,BI10,BI10.10,410,1.0,44.6,45.6,45.1,404.6,405.6,405.1,403.6,404.6,404.1,404.1,4975.74,5406.39,5197.13,5190.51,0.04155,81.45962317,4.072981159,18.54037683,1.854037683,0.227770281,0.022777028,4735.07879,29.00454409,1279.071246,230.2328243,7179.414733,933.3239153,439.7704209,61.56785893,60.23512043,7.228214452,34088.22199,6135.879958,18.03152781,1.262206947,13.21962289,7.138596361,87.44578681,12.24241015,97.22108231,8.749897408,10.42234441,0.129991788,4.89161886,0.782659018,127.9383347,2.558766694,10.69155001,0.534577501,7.064103822,0.043039341,0.712875407,0.000529873
Bird Island,BI10,BI10.11,422,1.0,9.9,10.9,10.4,409.9,410.9,410.4,412.9,413.9,413.4,413.4,5178.11,5644.94,5410.14,5414.32,0.02428,71.75925287,3.587962643,28.24074713,2.824074713,0.335520162,0.033552016,5919.405954,68.86079287,2999.419337,539.8954807,9461.06745,1229.938769,2545.357841,356.3500977,321.8666456,38.62399747,28823.89617,5188.301311,10.38688508,0.727081956,11.44865692,6.182274737,55.06983208,7.709776491,72.67126101,6.540413491,5.803672169,0.111394115,11.2517643,1.800282288,230.1968823,4.603937646,30.86414748,1.543207374,8.029088504,0.030559369,1.531836996,0.001421073
Bird Island,BI10,BI10.11,424,1.0,12.2,13.2,12.7,412.2,413.2,412.7,415.2,416.2,415.7,415.7,5240.75,5795.74,5502.33,5509.04,0.02428,82.01865964,4.100932982,17.98134036,1.798134036,0.185813281,0.018581328,4906.390605,12.8149241,1873.201141,337.1762054,8311.822141,1080.536878,713.4399266,99.88158972,107.9334325,12.9520119,30935.30845,5568.355521,11.60935571,0.8126549,13.02193372,7.031844209,79.709217,11.15929038,70.91847569,6.382662812,7.78759488,0.032605693,7.62089899,1.219343838,147.1050077,2.942100154,14.88976145,0.744488073,8.426327912,0.091387716,0.982574616,0.014120026
Bird Island,BI10,BI10.11,427,1.0,15.8,16.8,16.3,415.8,416.8,416.3,418.8,419.8,419.3,419.3,5296.45,6078.28,5644.64,5657.29,0.02750,77.5535611,3.877678055,22.4464389,2.24464389,0.281896254,0.028189625,4743.51956,104.9738041,2896.949952,521.4509914,4039.228505,525.0997057,623.497368,87.28963152,98.07001331,11.7684016,34349.06054,6182.830897,11.06017577,0.774212304,10.69111482,5.773202003,49.32777324,6.905888254,61.6011836,5.544106524,6.365283876,0.032078895,14.21907028,2.275051245,90.62519465,1.812503893,13.96627653,0.698313827,7.269837559,0.088140895,1.058348396,0.006936541
Bird Island,BI10,BI10.11,439,1.0,30.3,31.3,30.8,430.3,431.3,430.8,433.3,434.3,433.8,433.8,5894.14,6354.64,6209.64,6184.52,0.04733,75.06123488,3.753061744,24.93876512,2.493876512,0.314653108,0.031465311,2573.483787,20.83881079,3339.764406,601.1575931,5046.388886,656.0305552,1578.677596,221.0148634,53.48002201,6.417602641,29282.54803,5270.858645,14.40052097,1.008036468,10.27959403,5.550980776,49.65090616,6.951126862,63.26427197,5.693784477,6.296183095,0.09037256,15.34553868,2.455286189,90.09213851,1.80184277,36.05342738,1.802671369,4.229160877,0.066063666,1.396057162,0.016028184
Bird Island,BI10,BI10.11,443,1.1,35.2,36.3,35.7,435.2,436.3,435.7,438.2,439.3,438.8,438.8,6036.41,6449.66,6312.35,6290.16,0.07699,78.71387527,3.935693764,21.28612473,2.128612473,0.257163412,0.025716341,3322.188553,52.99097299,1374.155784,247.3480411,5399.551536,701.9416997,564.5866399,79.04212959,46.9486511,5.633838132,32219.65007,5799.537013,8.58191768,0.600734238,10.7534478,5.806861812,67.64965696,9.470951974,53.82896824,4.844607142,6.546600461,0.21306347,5.803580829,0.928572933,91.69283278,1.833856656,11.59992701,0.579996351,5.623923907,0.078821248,0.82113265,0.010596606
Bird Island,BI10,BI10.11,449,1.0,42.8,43.8,43.3,442.8,443.8,443.3,445.8,446.8,446.3,446.3,6132.81,6564.79,6398.48,6387.58,0.09080,80.23174108,4.011587054,19.76825892,1.976825892,0.226534011,0.022653401,1212.319435,3.81968698,959.6082071,172.7294773,7612.230803,989.5900044,383.0841407,53.6317797,68.97052291,8.276462749,16700.79088,3006.142358,1.309662683,0.091676388,2.705794836,1.461129211,30.41424683,4.257994556,18.55755468,1.670179921,4.507341527,0.065271547,4.177557871,0.668409259,107.4610267,2.149220534,9.694411847,0.484720592,3.151085499,0.027796954,0.586841167,0.002855282
Bird Island,BI10,BI10.12,461,1.2,7.5,8.7,8.1,447.5,448.7,448.1,452.5,453.7,453.1,453.1,6233.64,6652.03,6467.3,6462.47,0.09520,43.1553935,2.157769675,56.8446065,5.68446065,0.773402367,0.077340237,4684.658687,40.98930044,6631.161901,1193.609142,11154.85179,1450.130733,3810.984322,533.5378051,355.0818916,42.60982699,37075.7818,6673.640724,5.309682165,0.371677752,5.648759577,3.050330172,28.74922169,4.024891037,50.41642497,4.537478247,7.998732079,0.0894333,25.0506238,4.008099808,263.6699608,5.273399216,61.68487759,3.08424388,10.60472176,0.047124627,2.599471014,0.035744714
Bird Island,BI10,BI10.12,465,1.1,12.8,13.9,13.4,452.8,453.9,453.4,457.8,458.9,458.4,458.4,6312.19,6708.88,6520.3,6518.14,0.08858,68.15019044,3.407509522,31.84980956,3.184980956,0.377628666,0.037762867,4480.636884,7.550856231,5147.889503,926.6201105,11483.54156,1492.860403,2897.539841,405.6555777,201.9552017,24.2346242,29511.5462,5312.078316,4.280007535,0.299600527,7.193324268,3.884395105,39.15988603,5.482384044,62.26601894,5.603941705,7.060998051,0.166110574,21.73821403,3.478114245,227.4544094,4.549088188,60.0329846,3.00164923,9.227439886,0.098137776,2.660639192,0.035397346
Bird Island,BI10,BI10.12,469,1.0,18.3,19.3,18.8,458.3,459.3,458.8,463.3,464.3,463.8,463.8,6425.86,6771.32,6573.77,6579.1,0.05243,61.4854044,3.07427022,38.5145956,3.85145956,0.507021768,0.050702177,3299.466766,30.96016951,5505.035933,990.9064679,10269.18303,1334.993794,3795.356029,531.3498441,311.4480017,37.3737602,35173.56997,6331.242595,7.368448017,0.515791361,6.263265577,3.382163412,34.66157048,4.852619867,58.60550147,5.274495132,5.441478568,0.110837604,21.04953065,3.367924904,198.7277638,3.974555276,50.93045401,2.546522701,7.052044782,0.041003547,2.246205468,0.019015327
Bird Island,BI10,BI10.12,475,1.1,26.1,27.2,26.6,466.1,467.2,466.6,471.1,472.2,471.7,471.7,6568.13,6948.01,6720.11,6729.77,0.02162,35.36524937,1.768262469,64.63475063,6.463475063,1.003750491,0.100375049,3150.347901,22.05986399,6097.843222,1097.61178,12229.13292,1589.78728,5093.523369,713.0932717,353.3049619,42.39659543,30813.78663,5546.481593,5.122222899,0.358555603,6.301289954,3.402696575,25.95749555,3.634049377,40.82277223,3.674049501,5.26394517,0.065585643,23.73857998,3.798172797,302.9231828,6.058463656,78.78952034,3.939476017,6.654761939,0.283669051,3.325135249,0.156443082
Bird Island,BI10,BI10.13,506,1.1,16.4,17.5,16.95,473.4,474.5,474,473.4,474.5,474,474.0,6604.47,7151.21,6820.01,6836.15,0.02162,74.61693659,3.73084683,25.38306341,2.538306341,0.275349745,0.027534974,1867.157105,9.197573139,2516.983872,453.057097,6960.861032,904.9119342,1199.537678,167.9352749,60.6622639,7.279471668,33521.67785,6033.902013,21.80830378,1.526581265,10.48832859,5.663697439,46.69505839,6.537308175,136.0251037,12.24225933,7.513560787,0.135235689,10.73581104,1.717729766,111.667296,2.23334592,21.85695903,1.092847952,4.184776208,0.042481992,0.991208795,0.007184844
Bird Island,BI10,BI10.12,479,1.0,31.4,32.4,31.9,471.4,472.4,471.9,476.4,477.4,476.9,476.9,6628.62,7446.4,6941.3,6970.28,0.02296,70.44739698,3.522369849,29.55260302,2.955260302,0.348543289,0.034854329,5218.223333,7.043425533,6175.999603,1111.679929,9855.628818,1281.231746,3509.410749,491.3175049,115.4337622,13.85205146,13189.89932,2374.181878,5.35222129,0.37465549,9.999536344,5.399749626,89.58971424,12.54255999,35.42302354,3.188072119,3.566731737,0.069025258,30.35980649,4.857569038,245.5928888,4.911857776,55.86097273,2.793048637,7.476387324,0.031961795,2.37928939,0.024414367
Bird Island,BI10,BI10.12,484,1.0,38.2,39.2,38.7,478.2,479.2,478.7,483.2,484.2,483.7,483.7,6744.18,7855.71,7247.45,7266.46,0.02354,73.94626198,3.697313099,26.05373802,2.605373802,0.308842251,0.030884225,5825.980155,52.44956405,5968.444872,1074.320077,10048.24434,1306.271764,3248.960975,454.8545365,105.7636335,12.69163602,10103.92743,1818.706937,5.409379617,0.378656573,13.45589808,7.266184963,97.79698974,13.69157856,54.064265,4.86578385,3.357694565,0.043389456,28.7689376,4.603030016,254.6825264,5.093650528,50.67135824,2.533567912,8.452626598,0.312120132,2.138035712,0.09205157
Bird Island,BI10,BI10.13,519,1.0,34.0,35.0,34.5,491,492,491.5,491,492,491.5,491.5,6875.77,8107.06,7618.13,7597.75,0.02109,61.87547013,3.093773507,38.12452987,3.812452987,0.425132074,0.042513207,5731.950298,32.12000598,790.4601626,142.2828293,7012.381581,911.6096055,307.9839209,43.11774893,64.82600414,7.779120497,19102.04921,3438.368858,14.81752131,1.037226492,14.68864067,7.931865962,78.63602567,11.00904359,94.75874646,8.528287181,4.2798937,0.044961711,3.470088908,0.555214225,131.8281488,2.636562976,7.181000574,0.359050029,4.406393906,0.009614021,0.594316804,0.008707315
Bird Island,BI10,BI10.13,522,1.0,37.8,38.8,38.3,494.8,495.8,495.3,494.8,495.8,495.3,495.3,6956.87,8150.98,7813.49,7777.9,0.02109,76.88644665,3.844322333,23.11355335,2.311355335,0.242239103,0.02422391,8552.630611,86.09986976,3163.380594,569.4085069,9040.006112,1175.200795,1347.461524,188.6446134,87.95481953,10.55457834,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.378628602,99.33071721,13.90630041,57.03901807,5.133511626,5.021044644,0.084295908,14.31278916,2.290046266,224.4453244,4.488906488,28.83560184,1.441780092,11.05154273,0.183321819,1.626818587,0.027086211
Bird Island,BI10,BI10.13,525,1.0,41.7,42.7,42.2,498.7,499.7,499.2,498.7,499.7,499.2,499.2,7013.52,8236.21,8029.02,7962.8,0.03913,72.94537302,3.647268651,27.05462698,2.705462698,0.408877653,0.040887765,7419.560931,130.1713155,6266.517708,1127.973187,11396.20863,1481.507122,2883.518514,403.692592,169.8695081,20.38434097,32079.57549,5774.323588,10.38268079,0.726787655,13.11407391,7.081599911,78.85879013,11.04023062,47.08824283,4.237941855,6.288348336,0.156785698,25.23019472,4.036831155,262.4737246,5.249474492,49.62591564,2.481295782,10.71886514,0.095384019,2.562984296,0.028069395
Bird Island,BI10,BI10.13,529,1.2,46.9,48.1,47.5,503.9,505.1,504.5,503.9,505.1,504.5,504.5,7106.7,8316.81,8173.33,8098.26,0.04613,81.7476315,4.087381575,18.2523685,1.82523685,0.161209432,0.016120943,8532.394848,27.06455729,1326.826528,238.828775,7680.69076,998.4897988,440.1427786,61.619989,77.40139067,9.28816688,40180.34818,7232.462672,32.08267707,2.245787395,54.67369247,29.52379393,273.7512725,38.32517815,160.9095737,14.48186163,6.723116051,0.083862022,4.409343496,0.705494959,198.8915063,3.977830126,8.837063052,0.441853153,2.529190132,0.009725697,0.669759257,0.001692966
Bird Island,BI10,BI10.13,530,1.7,48.3,50.0,49.2,505.3,507,506.2,505.3,507,506.2,506.2,7120.6,8339.96,8208.31,8135.11,0.04613,81.92075639,4.09603782,18.07924361,1.807924361,0.214628864,0.021462886,12235.54505,143.2273783,1320.280768,237.6505382,9482.062561,1232.668133,397.5157649,55.65220709,99.77811311,11.97337357,40694.15075,7324.947135,29.24265082,2.046985557,48.45476598,26.16557363,234.2598755,32.79638257,164.7979468,14.83181521,4.834596987,0.04539848,4.04687889,0.647500622,271.8432875,5.43686575,7.931093304,0.396554665,3.059489395,0.009479661,0.660878379,0.007256785
Diego Ramirez,DR17PB01,DR17PB01_WA?,1,1.5,0,1.5,0.8,0,1.5,0.8,0,1.5,0.8,0.8,NA,NA,NA,NA,NA,86.88624914,4.344312457,13.11375086,1.311375086,0.084664839,0.008466484,2099.719845,14.4494531,5256.484497,946.1672095,2872.700117,373.4510152,165.102976,23.11441664,44.9342348,5.392108176,1152.141754,207.3855157,0.538952513,0.037726676,2.110711401,1.139784157,4.087579704,0.572261159,32.97883122,2.96809481,0.549139505,0.004785167,4.76327208,0.762123533,65.24659937,1.304931987,4.625099174,0.231254959,0.639181473,0.001506536,0.215883718,0.015685468
Diego Ramirez,DR17PB01,DR17PB01_WA?,3,1.2,3.2,4.4,3.8,3.2,4.4,3.8,3.2,4.4,3.8,3.8,NA,NA,NA,NA,NA,87.45771408,4.372885704,12.54228592,1.254228592,0.104180334,0.010418033,1312.517869,19.17993936,4099.574662,737.9234392,4957.379433,644.4593263,355.1436003,49.72010404,107.9398694,12.95278433,2546.995652,458.4592174,1.109261013,0.077648271,5.787557728,3.125281173,7.589199593,1.062487943,60.22906499,5.420615849,0.983080393,0.013135992,9.558521146,1.529363383,108.9303812,2.178607624,9.021012297,0.451050615,1.210656947,0.012632179,0.712707396,0.012281007
Diego Ramirez,DR17PB01,DR17PB01_WA?,5,1.2,5.9,7.1,6.5,5.9,7.1,6.5,5.9,7.1,6.5,6.5,NA,NA,NA,NA,NA,90.05020508,4.502510254,9.949794915,0.994979492,0.080503353,0.008050335,1130.367011,51.3350825,4110.967893,739.9742207,4211.474344,547.4916647,433.6005915,60.70408281,86.58016918,10.3896203,3184.005751,573.1210352,1.092530676,0.076477147,3.096691215,1.672213256,7.626494129,1.067709178,21.20276873,1.908249186,0.982842244,0.033797525,10.52487733,1.683980373,96.98631365,1.939726273,8.797225881,0.439861294,1.494791972,0.016607613,0.792025845,0.006860896
Diego Ramirez,DR17PB01,DR17PB01_WA?,7,1.2,8.7,9.9,9.3,8.7,9.9,9.3,8.7,9.9,9.3,9.3,NA,NA,NA,NA,NA,90.20617021,4.510308511,9.793829789,0.979382979,0.086415683,0.008641568,1250.50027,22.58161835,3597.315978,647.516876,4272.237411,555.3908634,343.4297083,48.08015916,60.02170185,7.202604222,2474.4901,445.408218,1.308888741,0.091622212,3.896632493,2.104181546,9.957905489,1.394106768,39.5226978,3.557042802,0.923420453,0.005928706,7.151857794,1.144297247,95.28822581,1.905764516,5.323736068,0.266186803,1.438161032,0.00907904,0.674656215,0.009511251
Diego Ramirez,DR17PB01,DR17PB01_WA?,9,1.2,11.5,12.7,12.1,11.5,12.7,12.1,11.5,12.7,12.1,12.1,NA,NA,NA,NA,NA,90.88594783,4.544297391,9.114052174,0.911405217,0.079801409,0.007980141,1112.462037,12.89988869,4119.075329,741.4335592,3624.704948,471.2116432,430.420353,60.25884942,114.2900125,13.7148015,4382.529116,788.8552409,4.499358353,0.314955085,4.112140593,2.22055592,10.80161095,1.512225533,75.80735552,6.822661997,1.360393992,0.012422531,13.44209782,2.150735651,82.67621651,1.65352433,10.32422243,0.516211122,2.993685639,0.02572434,1.15679371,0.017573167
Diego Ramirez,DR17PB01,DR17PB01_WA?,11,1.1,14.4,15.5,14.9,14.4,15.5,14.9,14.4,15.5,14.9,14.9,NA,NA,NA,NA,NA,88.61305988,4.430652994,11.38694012,1.138694012,0.102100409,0.010210041,1245.797503,10.36231156,8407.987292,1513.437713,2869.173053,372.9924969,953.7882912,133.5303608,174.3718943,20.92462732,11799.58709,2123.925676,6.522531245,0.456577187,8.289530881,4.476346676,16.7049037,2.338686518,37.14087894,3.342679105,2.44658102,0.016985125,35.03206676,5.605130682,71.74827527,1.434965505,20.51705839,1.02585292,5.709750831,0.039466268,2.758322677,0.032069583
